x,y,z,entityId,nbt
x,y,z,entityId,nbt
-841.1779596771,62.547462320703694,-508.6453770863869,"minecraft:item","{ Motion: [ 1.2420527744288648E-56d, 0.010369129189318364d, 9.717378987088093E-57d ], Health: 5s, Invulnerable: 0b, fall_distance: 0.0d, Air: 300s, OnGround: 0b, PortalCooldown: 0, Rotation: [ 221.7644f, 0.0f ], Item: { count: 1, id: \"minecraft:kelp\" }, Pos: [ -841.1779596771d, 62.547462320703694d, -508.6453770863869d ], PickupDelay: 0s, Fire: 0s, id: \"minecraft:item\", UUID: [I; -255714943, -161658605, -1911179126, 1979035327], Age: 4182s }"
-207.49223535937747,23.75,-1848.875,"minecraft:item","{ Motion: [ -3.1691381201316976E-8d, 0.0d, 0.0d ], Health: 5s, Invulnerable: 0b, fall_distance: 0.0d, Air: 300s, OnGround: 0b, PortalCooldown: 0, Rotation: [ 251.14388f, 0.0f ], Item: { count: 1, id: \"minecraft:gravel\" }, Pos: [ -207.49223535937747d, 23.75d, -1848.875d ], PickupDelay: 0s, Fire: 0s, id: \"minecraft:item\", UUID: [I; 209833182, 797459820, -1217131742, 322083699], Age: 454s }"
591.568457898756,-24.0,-1238.0570434795275,"minecraft:item","{ Motion: [ -3.569270784715689E-18d, -0.04d, 4.157246399316997E-18d ], Health: 5s, Invulnerable: 0b, fall_distance: 0.0d, Air: 300s, OnGround: 1b, PortalCooldown: 0, Rotation: [ 115.9378f, 0.0f ], Item: { count: 2, id: \"minecraft:moss_carpet\" }, Pos: [ 591.568457898756d, -24.0d, -1238.0570434795275d ], PickupDelay: 0s, Fire: 0s, id: \"minecraft:item\", UUID: [I; 1043102570, 746604152, -1272831493, 401455195], Age: 318s }"
-546.4998888991485,62.5928815311716,-2011.6729353049848,"minecraft:item","{ Motion: [ 5.873117457391029E-16d, -0.016357608038394457d, -5.050156961198394E-16d ], Health: 5s, Invulnerable: 0b, fall_distance: 0.0d, Air: 300s, OnGround: 0b, PortalCooldown: 0, Rotation: [ 331.41644f, 0.0f ], Thrower: [I; 410665820, 838682832, -1714315479, -1708004347], Item: { count: 1, id: \"minecraft:tropical_fish\" }, Pos: [ -546.4998888991485d, 62.5928815311716d, -2011.6729353049848d ], PickupDelay: 0s, Fire: 0s, id: \"minecraft:item\", UUID: [I; 2046988184, 1674986605, -2043087200, -958708291], Age: 1018s }"
588.4138684700013,-25.0,-1238.119434859434,"minecraft:item","{ Motion: [ -7.358890672220406E-15d, -0.12d, 6.343681297812012E-15d ], Health: 5s, Invulnerable: 0b, fall_distance: 0.0d, Air: 300s, OnGround: 1b, PortalCooldown: 0, Rotation: [ 235.2266f, 0.0f ], Item: { count: 1, id: \"minecraft:moss_carpet\" }, Pos: [ 588.4138684700013d, -25.0d, -1238.119434859434d ], PickupDelay: 0s, Fire: 0s, id: \"minecraft:item\", UUID: [I; -243061184, 1010910279, -1911830644, -2107869074], Age: 318s }"
-1850.90902876231,65.0,-491.125,"minecraft:item","{ Motion: [ -1.6346766681267697E-218d, -0.04d, 0.0d ], Health: 5s, Invulnerable: 0b, fall_distance: 0.0d, Air: 300s, OnGround: 1b, PortalCooldown: 0, Rotation: [ 291.81555f, 0.0f ], Item: { count: 1, id: \"minecraft:blue_egg\" }, Pos: [ -1850.90902876231d, 65.0d, -491.125d ], PickupDelay: 0s, Fire: 0s, id: \"minecraft:item\", UUID: [I; 106184114, 91573374, -1511590796, 845534506], Age: 3744s }"
-1846.7334880877765,66.0,-493.5299502084448,"minecraft:item","{ Motion: [ -2.1028232400348874E-197d, -0.12d, 9.763234238508046E-198d ], Health: 5s, Invulnerable: 0b, fall_distance: 0.0d, Air: 300s, OnGround: 1b, PortalCooldown: 0, Rotation: [ 113.910416f, 0.0f ], Item: { count: 1, id: \"minecraft:blue_egg\" }, Pos: [ -1846.7334880877765d, 66.0d, -493.5299502084448d ], PickupDelay: 0s, Fire: 0s, id: \"minecraft:item\", UUID: [I; 1842387818, -1744224200, -1505716164, 1137236749], Age: 3379s }"
-845.7848765927399,62.41462972837823,-511.25110228126147,"minecraft:item","{ Motion: [ -1.1293434342462415E-56d, -0.00594935298515382d, -4.3363114839661647E-57d ], Health: 5s, Invulnerable: 0b, fall_distance: 0.0d, Air: 300s, OnGround: 0b, PortalCooldown: 0, Rotation: [ 159.26076f, 0.0f ], Item: { count: 1, id: \"minecraft:kelp\" }, Pos: [ -845.7848765927399d, 62.41462972837823d, -511.25110228126147d ], PickupDelay: 0s, Fire: 0s, id: \"minecraft:item\", UUID: [I; -1551212666, -1857729671, -1236362824, 834422065], Age: 4182s }"
-1848.125,65.0,-494.9756941856316,"minecraft:item","{ Motion: [ 0.0d, 0.0d, -7.402255625050783E-125d ], Health: 5s, Invulnerable: 0b, fall_distance: 0.0d, Air: 300s, OnGround: 1b, PortalCooldown: 0, Rotation: [ 75.351364f, 0.0f ], Item: { count: 1, id: \"minecraft:blue_egg\" }, Pos: [ -1848.125d, 65.0d, -494.9756941856316d ], PickupDelay: 0s, Fire: 0s, id: \"minecraft:item\", UUID: [I; -2107136899, -1511043608, -1177106758, -327229819], Age: 2122s }"
-844.9430143630227,62.65027707498341,-508.30564143762984,"minecraft:item","{ Motion: [ -8.098122647234988E-57d, 0.012517825362981735d, 1.2185248084263858E-56d ], Health: 5s, Invulnerable: 0b, fall_distance: 0.0d, Air: 300s, OnGround: 0b, PortalCooldown: 0, Rotation: [ 310.41336f, 0.0f ], Item: { count: 1, id: \"minecraft:kelp\" }, Pos: [ -844.9430143630227d, 62.65027707498341d, -508.30564143762984d ], PickupDelay: 0s, Fire: 0s, id: \"minecraft:item\", UUID: [I; 1929746764, 1906918422, -1718384711, -376540420], Age: 4182s }"
