0,269,3,"{""text"":""codysmile11""}";"{""text"":""was here ""}";"{""text"":""Hi XinXiaoXiin""}";"{""text"":""""}",black,false
402,255,41,"{""text"":""Join the VEA!""}";"{""text"":""discord.gg/""}";"{""text"":""veagang""}";"{""text"":""""}",black,false
-1,223,52,"{""extra"":[{""text"":""UhhMagnum""}],""text"":""""}";"{""extra"":[{""text"":""Crack Rock""}],""text"":""""}";"{""extra"":[{""text"":""Cum Rock""}],""text"":""""}";"{""extra"":[{""text"":""Drainshop""}],""text"":""""}",black,false
41,274,56,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""16 Oct 2023""}",black,false
47,57,63,"{""extra"":[{""text"":""How long is your""}],""text"":""""}";"{""extra"":[{""text"":""Cock?""}],""text"":""""}";"{""extra"":[{""text"":""-Nikodude2""}],""text"":""""}";"{""text"":""""}",black,false
61,249,52,"{""extra"":[{""text"":""wwwwwwwwwwwwwww""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
62,273,52,"{""text"":""""}";"{""text"":""don't be racist""}";"{""text"":""kid""}";"{""text"":""""}",black,false
56,273,51,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
57,274,51,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""3 Nov 2023""}",black,false
133,12,54,"{""extra"":[{""text"":""e""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""extra"":[{""text"":""05-25-2021""}],""text"":""""}",black,false
274,251,61,"{""extra"":[{""text"":""5k 3k OW""}],""text"":""""}";"{""extra"":[{""text"":""r22r farm""}],""text"":""""}";"{""extra"":[{""text"":""GO NOW!""}],""text"":""""}";"{""text"":""""}",black,false
3,206,76,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
3,205,76,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-8,280,73,"{""text"":""Buy rusherhack""}";"{""text"":""with code""}";"{""text"":""\""Sword\"" at""}";"{""text"":""rusherhack.org""}",black,false
21,44,75,"{""extra"":[{""text"":""FitMC!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
16,24,77,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
16,23,78,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
16,25,77,"{""extra"":[{""text"":""     ""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
32,25,77,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
60,114,75,"{""extra"":[{""text"":""cum""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
69,101,69,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
69,72,69,"{""extra"":[{""text"":""https://""}],""text"":""""}";"{""extra"":[{""clickEvent"":{""action"":""open_url"",""value"":""http://susamogus.org""},""text"":""susamogus.org""}],""text"":""""}";"{""extra"":[{""text"":""onmg      ""}],""text"":""""}";"{""extra"":[{""text"":""sign delevaotr""}],""text"":""""}",black,false
69,173,69,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
69,76,69,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
60,127,75,"{""extra"":[{""text"":""2b2t""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
61,98,76,"{""extra"":[{""text"":""slime_66""}],""text"":""""}";"{""extra"":[{""text"":""was here""}],""text"":""""}";"{""extra"":[{""text"":""20/08/22""}],""text"":""""}";"{""text"":""""}",black,false
69,74,75,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
69,212,69,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
69,150,69,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
69,216,69,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
69,123,69,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
69,90,69,"{""extra"":[{""text"":""https://""}],""text"":""""}";"{""extra"":[{""clickEvent"":{""action"":""open_url"",""value"":""http://susamogus.org""},""text"":""susamogus.org""}],""text"":""""}";"{""extra"":[{""text"":""onmg      ""}],""text"":""""}";"{""extra"":[{""text"":""sign delevaotr    ""}],""text"":""""}",black,false
69,93,69,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
69,191,69,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
133,85,68,"{""extra"":[{""text"":""sssssssssss""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
165,108,70,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
172,121,69,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
174,189,71,"{""extra"":[{""text"":""rat""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
225,254,79,"{""extra"":[{""text"":""5k 3k OW""}],""text"":""""}";"{""extra"":[{""text"":""r22r farm""}],""text"":""""}";"{""extra"":[{""text"":""GO NOW!""}],""text"":""""}";"{""text"":""""}",black,false
332,3,72,"{""extra"":[{""text"":"" w""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-2,54,89,"{""extra"":[{""text"":""w""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
3,216,93,"{""extra"":[{""text"":""water!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-8,21,87,"{""extra"":[{""text"":""sponges""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-1,212,81,"{""extra"":[{""text"":""glas!!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-2,32,87,"{""extra"":[{""text"":""sponges""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
2,229,87,"{""extra"":[{""text"":""dont read my""}],""text"":""""}";"{""extra"":[{""text"":""sign's!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-5,130,87,"{""extra"":[{""text"":""corona""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-8,159,87,"{""extra"":[{""text"":""spawn""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-1,48,93,"{""extra"":[{""text"":""hey""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
22,105,93,"{""extra"":[{""text"":""2b2t""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
10,83,87,"{""extra"":[{""text"":""water""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
14,26,87,"{""extra"":[{""text"":""sponges""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
22,81,87,"{""extra"":[{""text"":""sponges""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
11,167,93,"{""extra"":[{""text"":""Gay!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
21,25,87,"{""extra"":[{""text"":""i love sponges""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
19,141,81,"{""extra"":[{""text"":""make spawn""}],""text"":""""}";"{""extra"":[{""text"":""drained again!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
29,172,81,"{""extra"":[{""text"":""water""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
24,205,93,"{""extra"":[{""text"":""tps is good rn""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
29,155,87,"{""extra"":[{""text"":""spawn""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
34,191,87,"{""extra"":[{""text"":""i need more""}],""text"":""""}";"{""extra"":[{""text"":""obi!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
36,97,87,"{""extra"":[{""text"":""FitMC""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
37,196,93,"{""extra"":[{""text"":""hi""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
44,40,87,"{""extra"":[{""text"":""water""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
46,47,87,"{""extra"":[{""text"":""water""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
59,87,87,"{""extra"":[{""text"":""sponges""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
62,232,89,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
70,171,93,"{""extra"":[{""text"":""dont show this on""}],""text"":""""}";"{""extra"":[{""text"":""yt!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
61,29,87,"{""extra"":[{""text"":""sponges""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
67,109,81,"{""extra"":[{""text"":""ezzzz""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
70,75,85,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
62,51,87,"{""extra"":[{""text"":""sponges""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
62,214,87,"{""extra"":[{""text"":""water""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
71,15,87,"{""extra"":[{""text"":""ape's""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
73,178,88,"{""extra"":[{""text"":""water!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
85,134,87,"{""extra"":[{""text"":""corona""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
72,60,87,"{""extra"":[{""text"":""sponges""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
83,172,82,"{""extra"":[{""text"":""ninja :(""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
83,6,87,"{""extra"":[{""text"":""2b2t""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
78,190,93,"{""extra"":[{""text"":""water""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
73,128,88,"{""extra"":[{""text"":""sponges""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
73,193,88,"{""extra"":[{""text"":""water""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
83,83,82,"{""extra"":[{""text"":""water""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
72,40,87,"{""extra"":[{""text"":""sponges""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
82,58,81,"{""extra"":[{""text"":""FitMC""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
81,114,87,"{""extra"":[{""text"":""sponges""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
82,214,87,"{""extra"":[{""text"":""d""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
73,78,88,"{""extra"":[{""text"":""hahahahaha!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
73,208,88,"{""extra"":[{""text"":""FitMC is my""}],""text"":""""}";"{""extra"":[{""text"":""hero!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
138,3,84,"{""extra"":[{""text"":""what if we kissed""}],""text"":""""}";"{""extra"":[{""text"":""in the bedrock""}],""text"":""""}";"{""extra"":[{""text"":""hut?   jk...""}],""text"":""""}";"{""extra"":[{""text"":""unless?""}],""text"":""""}",black,false
137,3,84,"{""extra"":[{""text"":""10/10 would come""}],""text"":""""}";"{""extra"":[{""text"":""her to kiss again""}],""text"":""""}";"{""extra"":[{""text"":""TheSpeedBoy""}],""text"":""""}";"{""extra"":[{""text"":""3/26/2023""}],""text"":""""}",black,false
202,239,92,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""3 Sep 2023""}";"{""text"":""(My Birthday)""}",black,false
202,239,91,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""3 Sep 2023""}";"{""text"":""(My Birthday)""}",black,false
202,239,94,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""3 Sep 2023""}";"{""text"":""(My Birthday)""}",black,false
203,235,83,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""3 Sep 2023""}";"{""text"":""(My Birthday)""}",black,false
203,238,80,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""3 Sep 2023""}";"{""text"":""(My Birthday)""}",black,false
203,239,81,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""3 Sep 2023""}";"{""text"":""(My Birthday)""}",black,false
203,237,82,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""3 Sep 2023""}";"{""text"":""(My Birthday)""}",black,false
203,236,83,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""3 Sep 2023""}";"{""text"":""(My Birthday)""}",black,false
203,238,81,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""3 Sep 2023""}";"{""text"":""(My Birthday)""}",black,false
202,237,86,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""3 Sep 2023""}";"{""text"":""(My Birthday)""}",black,false
202,237,87,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""3 Sep 2023""}";"{""text"":""(My Birthday)""}",black,false
202,238,89,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""3 Sep 2023""}";"{""text"":""(My Birthday)""}",black,false
202,238,88,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""3 Sep 2023""}";"{""text"":""(My Birthday)""}",black,false
202,238,91,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""3 Sep 2023""}";"{""text"":""(My Birthday)""}",black,false
202,238,90,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""3 Sep 2023""}";"{""text"":""(My Birthday)""}",black,false
227,252,80,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-2,154,100,"{""extra"":[{""text"":""aeeasd""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-3,188,99,"{""extra"":[{""text"":""i'm funny""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-7,155,99,"{""extra"":[{""text"":""Crystal's""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-3,99,99,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-2,100,99,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-2,99,99,"{""extra"":[{""text"":"" w""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
0,-59,102,"{""text"":""folow me on insta""}";"{""text"":""im handsone""}";"{""text"":""@sstevenn123_""}";"{""text"":""""}",black,false
-3,100,99,"{""extra"":[{""text"":""Crystal Pvp""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
-2,39,99,"{""extra"":[{""text"":""funny stuff""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
18,120,99,"{""extra"":[{""text"":""gaps""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
9,142,99,"{""extra"":[{""text"":""spawn!?""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
12,22,99,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
27,168,99,"{""extra"":[{""text"":""air!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
29,92,99,"{""extra"":[{""text"":""I love FitMC""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
31,190,99,"{""extra"":[{""text"":""FitMC""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
35,164,99,"{""extra"":[{""text"":""i hate water!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
37,104,99,"{""extra"":[{""text"":""eyyy""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
31,36,99,"{""extra"":[{""text"":""air""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
41,135,99,"{""extra"":[{""text"":""o.O""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
47,48,99,"{""extra"":[{""text"":""11/28/21""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
47,212,100,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""""}";"{""text"":""30 Aug 2023""}",black,false
46,212,101,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""""}";"{""text"":""30 Aug 2023""}",black,false
46,211,101,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""""}";"{""text"":""30 Aug 2023""}",black,false
44,212,101,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""""}";"{""text"":""30 Aug 2023""}",black,false
43,211,101,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""""}";"{""text"":""30 Aug 2023""}",black,false
42,210,101,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""""}";"{""text"":""30 Aug 2023""}",black,false
45,212,101,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""""}";"{""text"":""30 Aug 2023""}",black,false
41,210,101,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""""}";"{""text"":""30 Aug 2023""}",black,false
69,136,99,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
65,213,101,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""""}";"{""text"":""30 Aug 2023""}",black,false
65,214,101,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""""}";"{""text"":""30 Aug 2023""}",black,false
70,178,99,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
74,170,99,"{""text"":""kys ""}";"{""text"":""bitch ass ""}";"{""text"":""""}";"{""text"":""""}",black,false
74,169,99,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
79,129,99,"{""extra"":[{""text"":""yes!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
81,139,99,"{""extra"":[{""text"":""we drain the""}],""text"":""""}";"{""extra"":[{""text"":""spawn!""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
85,160,99,"{""extra"":[{""text"":""Popbob""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
94,67,107,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
96,221,101,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
95,165,96,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
137,3,102,"{""extra"":[{""text"":""d""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""extra"":[{""text"":""05-25-2021""}],""text"":""""}",black,false
171,226,111,"{""text"":""codysmile11 ☑""}";"{""text"":""was here""}";"{""text"":""3 Sep 2023""}";"{""text"":""(My Birthday)""}",black,false
1,211,115,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
43,74,113,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
43,73,113,"{""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
71,255,123,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""16 Oct 2023""}",black,false
118,64,118,"{""text"":""Sadly this my last""}";"{""text"":""so i hope yous ""}";"{""text"":""have good day""}";"{""text"":""By. MsBallen...""}",black,false
46,4,142,"{""extra"":[{""text"":""      ""}],""text"":""""}";"{""text"":""""}";"{""text"":""""}";"{""text"":""""}",black,false
43,255,131,"{""text"":""codysmile11""}";"{""text"":""was here :)""}";"{""text"":""""}";"{""text"":""16 Oct 2023""}",black,false
